Source,Target
76561197993235979,211820
76561197993235979,8930
76561197993235979,237990
76561197993235979,224480
76561197993235979,275850
76561197993235979,277890
76561197993235979,278360
76561197993235979,280360
76561197993235979,246620
76561197993235979,284460
76561197993235979,288470
76561197993235979,292910
76561197993235979,256290
76561197993235979,95400
76561197993235979,237930
76561197993235979,300570
76561197993235979,303210
76561197993235979,305050
76561197993235979,305780
76561197993235979,311010
76561197993235979,315840
76561197993235979,317400
76561197993235979,320820
76561197993235979,322190
76561197993235979,322500
76561197993235979,323320
76561197993235979,323580
76561197993235979,328940
76561197993235979,282070
76561197993235979,335300
76561197993235979,337490
76561197993235979,257510
76561197993235979,344740
76561197993235979,354240
76561197993235979,352400
76561197993235979,358090
76561197993235979,363680
76561197993235979,364420
76561197993235979,367450
76561197993235979,367520
76561197993235979,243970
76561197993235979,322330
76561197993235979,332200
76561197993235979,247080
76561197993235979,384190
76561197993235979,383870
76561197993235979,387290
76561197993235979,393520
76561197993235979,394600
76561197993235979,406150
76561197993235979,409160
76561197993235979,368230
76561197993235979,496300
76561197993235979,413150
76561197993235979,416770
76561197993235979,418040
76561197993235979,426790
76561197993235979,427520
76561197993235979,210970
76561197993235979,428550
76561197993235979,391220
76561197993235979,433340
76561197993235979,435400
76561197993235979,384490
76561197993235979,374320
76561197993235979,453910
76561197993235979,461560
76561197993235979,481510
76561197993235979,314710
76561197993235979,499520
76561197993235979,306760
76561197993235979,337000
76561197993235979,292030
76561197993235979,557600
76561197993235979,558990
76561197993235979,252950
76561197993235979,571310
76561197993235979,573170
76561197993235979,582270
76561197993235979,524220
76561197993235979,597700
76561197993235979,683320
76561197993235979,702670
76561197993235979,758190
76561197993235979,606280
76561197993298262,10
76561197993298262,1520
76561197993298262,4000
76561197993298262,240
76561197993298262,220
76561197993298262,320
76561197993298262,420
76561197993298262,500
76561197993298262,6060
76561197993298262,34900
76561197993298262,550
76561197993298262,45400
76561197993298262,8190
76561197993298262,42120
76561197993298262,42910
76561197993298262,1250
76561197993298262,18500
76561197993298262,104200
76561197993298262,91600
76561197993298262,98800
76561197993298262,22230
76561197993298262,99300
76561197993298262,35450
76561197993298262,107200
76561197993298262,24240
76561197993298262,98200
76561197993298262,92800
76561197993298262,65800
76561197993298262,9420
76561197993298262,32800
76561197993298262,41070
76561197993298262,61310
76561197993298262,70100
76561197993298262,80310
76561197993298262,93200
76561197993298262,97000
76561197993298262,116120
76561197993298262,200900
76561197993298262,205790
76561197993298262,49470
76561197993298262,207430
76561197993298262,41500
76561197993298262,200710
76561197993298262,211580
76561197993298262,104900
76561197993298262,91310
76561197993298262,113200
76561197993298262,204300
76561197993298262,209080
76561197993298262,730
76561197993298262,212680
76561197993298262,206440
76561197993298262,219150
76561197993298262,219640
76561197993298262,4920
76561197993298262,201790
76561197993298262,221380
76561197993298262,17080
76561197993298262,109600
76561197993298262,212070
76561197993298262,218230
76561197993298262,230410
76561197993298262,236390
76561197993298262,238960
76561197993298262,242720
76561197993298262,218060
76561197993298262,232910
76561197993298262,220660
76561197993298262,225420
76561197993298262,227480
76561197993298262,210770
76561197993298262,113020
76561197993298262,233720
76561197993298262,220200
76561197993298262,222730
76561197993298262,242860
76561197993298262,233250
76561197993298262,40400
76561197993298262,242110
76561197993298262,244850
76561197993298262,234390
76561197993298262,248820
76561197993298262,218620
76561197993298262,250580
76561197993298262,222880
76561197993298262,222900
76561197993298262,252490
76561197993298262,253030
76561197993298262,219990
76561197993298262,259870
76561197993298262,233700
76561197993298262,211820
76561197993298262,268650
76561197993298262,269230
76561197993298262,271290
76561197993298262,213670
76561197993298262,281990
76561197993298262,246620
76561197993298262,282660
76561197993298262,291430
76561197993298262,293780
76561197993298262,300550
76561197993298262,300570
76561197993298262,300580
76561197993298262,301520
76561197993298262,310380
76561197993298262,310560
76561197993298262,274940
76561197993298262,321040
76561197993298262,289930
76561197993298262,323380
76561197993298262,215470
76561197993298262,333930
76561197993298262,249050
76561197993298262,242680
76561197993298262,342200
76561197993298262,351250
76561197993298262,344760
76561197993298262,232090
76561197993298262,232150
76561197993298262,363600
76561197993298262,367450
76561197993298262,238370
76561197993298262,373480
76561197993298262,386070
76561197993298262,394510
76561197993298262,397340
76561197993298262,620
76561197993298262,252950
76561197993298262,420290
76561197993298262,423580
76561197993298262,268500
76561197993298262,427520
76561197993298262,429330
76561197993298262,433850
76561197993298262,364360
76561197993298262,444090
76561197993298262,444640
76561197993298262,449140
76561197993298262,450390
76561197993298262,271240
76561197993298262,255710
76561197993298262,381120
76561197993298262,507490
76561197993298262,8500
76561197993298262,578080
76561197993298262,813820
76561197993298262,440900
76561197993298262,359320
76561197993298262,583950
76561197993298262,308600
76561197993699405,300
76561197993699405,1520
76561197993699405,8400
76561197993699405,9070
76561197993699405,220
76561197993699405,12900
76561197993699405,19900
76561197993699405,17300
76561197993699405,500
76561197993699405,32370
76561197993699405,550
76561197993699405,32430
76561197993699405,8850
76561197993699405,24960
76561197993699405,8190
76561197993699405,35140
76561197993699405,49600
76561197993699405,33220
76561197993699405,8980
76561197993699405,47870
76561197993699405,42910
76561197993699405,48190
76561197993699405,48000
76561197993699405,107100
76561197993699405,55150
76561197993699405,65800
76561197993699405,102600
76561197993699405,107800
76561197993699405,99300
76561197993699405,200710
76561197993699405,104900
76561197993699405,204100
76561197993699405,91310
76561197993699405,98400
76561197993699405,49520
76561197993699405,219150
76561197993699405,205100
76561197993699405,200510
76561197993699405,219640
76561197993699405,4920
76561197993699405,220440
76561197993699405,238960
76561197993699405,227260
76561197993699405,203160
76561197993699405,221380
76561197993699405,8870
76561197993699405,227480
76561197993699405,233270
76561197993699405,204450
76561197993699405,233250
76561197993699405,47790
76561197993699405,235600
76561197993699405,222900
76561197993699405,219990
76561197993699405,300580
76561197993699405,241930
76561197993699405,63380
76561197993699405,311340
76561197993699405,322500
76561197993699405,333930
76561197993699405,271590
76561197993699405,394510
76561197993699405,252950
76561197993699405,400170
76561197993699405,413150
76561197993699405,225540
76561197993699405,420290
76561197993699405,391220
76561197993699405,427520
76561197993699405,428750
76561197993699405,365590
76561197993699405,255710
76561197993699405,578080
76561197993699405,356190
76561197993699405,337000
76561197993699405,440900
76561197993757326,300
76561197993757326,240
76561197993757326,1520
76561197993757326,4000
76561197993757326,220
76561197993757326,400
76561197993757326,420
76561197993757326,550
76561197993757326,24960
76561197993757326,42120
76561197993757326,42910
76561197993757326,620
76561197993757326,35450
76561197993757326,65800
76561197993757326,22320
76561197993757326,211580
76561197993757326,204300
76561197993757326,200710
76561197993757326,201790
76561197993757326,200210
76561197993757326,219340
76561197993757326,1250
76561197993757326,210770
76561197993757326,248820
76561197993757326,49520
76561197993757326,269230
76561197993757326,364360
76561197993757326,435150
76561197993757326,594570
76561197996410123,300
76561197996410123,240
76561197996410123,1520
76561197996410123,4540
76561197996410123,4550
76561197996410123,220
76561197996410123,400
76561197996410123,11920
76561197996410123,10500
76561197996410123,6060
76561197996410123,550
76561197996410123,24960
76561197996410123,8190
76561197996410123,47870
76561197996410123,34330
76561197996410123,49600
76561197996410123,98800
76561197996410123,35450
76561197996410123,57690
76561197996410123,8930
76561197996410123,65800
76561197996410123,200910
76561197996410123,205790
76561197996410123,102500
76561197996410123,41500
76561197996410123,200710
76561197996410123,104900
76561197996410123,208140
76561197996410123,730
76561197996410123,212680
76561197996410123,219640
76561197996410123,4920
76561197996410123,221020
76561197996410123,238960
76561197996410123,271290
76561197996410123,1250
76561197996410123,227480
76561197996410123,232050
76561197996410123,214950
76561197996410123,241600
76561197996410123,239070
76561197996410123,248820
76561197996410123,252490
76561197996410123,226620
76561197996410123,219990
76561197996410123,233130
76561197996410123,255520
76561197996410123,262060
76561197996410123,269770
76561197996410123,274170
76561197996410123,222880
76561197996410123,244850
76561197996410123,281990
76561197996410123,201810
76561197996410123,311690
76561197996410123,322500
76561197996410123,324260
76561197996410123,289130
76561197996410123,65980
76561197996410123,333930
76561197996410123,255710
76561197996410123,365360
76561197996410123,292030
76561197996410123,404410
76561197996410123,413150
76561197996410123,414950
76561197996410123,445980
76561197996410123,447820
76561197996410123,364360
76561197996410123,289070
76561197996410123,531510
76561197996410123,578080
76561197996410123,588650
76561197996410123,644930
76561197996410123,646570
76561197996410123,594570
76561197996410123,732430
76561197996410123,590380
76561197996410123,440900
76561197996410123,225540
76561197997115692,12900
76561197997115692,46500
76561197997115692,46510
76561197997115692,48000
76561197997115692,202090
76561197997115692,22380
76561197997115692,209830
76561197997115692,108710
76561197997115692,202750
76561197997115692,10
76561197997115692,100
76561197997115692,240
76561197997115692,730
76561197997115692,49520
76561197997115692,214700
76561197997115692,200510
76561197997115692,200710
76561197997115692,205790
76561197997115692,218060
76561197997115692,219680
76561197997115692,231200
76561197997115692,109600
76561197997115692,238070
76561197997115692,238960
76561197997115692,226980
76561197997115692,246280
76561197997115692,31280
76561197997115692,234710
76561197997115692,235250
76561197997115692,245150
76561197997115692,233370
76561197997115692,239030
76561197997115692,232430
76561197997115692,218620
76561197997115692,222900
76561197997115692,268910
76561197997115692,550
76561197997115692,237990
76561197997115692,24240
76561197997115692,330830
76561197997115692,319630
76561197997115692,591960
76561198010901339,41300
76561198010901339,9500
76561198010901339,22000
76561198010901339,26800
76561198010901339,22600
76561198010901339,31270
76561198010901339,22230
76561198010901339,55040
76561198010901339,96200
76561198010901339,202730
76561198010901339,203810
76561198010901339,40800
76561198010901339,63710
76561198010901339,94590
76561198010901339,207570
76561198010901339,63500
76561198010901339,37600
76561198010901339,207250
76561198010901339,211360
76561198010901339,204060
76561198010901339,107100
76561198010901339,209790
76561198010901339,27400
76561198010901339,209690
76561198010901339,204300
76561198010901339,220780
76561198010901339,221260
76561198010901339,220860
76561198010901339,205060
76561198010901339,219150
76561198010901339,205070
76561198010901339,219680
76561198010901339,8930
76561198010901339,230150
76561198010901339,115100
76561198010901339,115110
76561198010901339,113020
76561198010901339,251470
76561198010901339,252950
76561198010901339,94400
76561198010901339,269150
76561198010901339,237930
76561198010901339,310790
76561198010901339,221540
76561198010901339,210970
76561198029269257,50510
76561198029269257,43000
76561198029269257,8930
76561198029269257,45740
76561198029269257,107100
76561198029269257,21170
76561198029269257,207610
76561198029269257,204630
76561198029269257,212680
76561198029269257,205230
76561198029269257,219150
76561198029269257,233450
76561198029269257,206190
76561198029269257,241540
76561198029269257,241600
76561198029269257,246110
76561198029269257,239030
76561198029269257,232430
76561198029269257,250760
76561198029269257,264060
76561198029269257,221100
76561198029269257,232790
76561198029269257,274270
76561198029269257,265930
76561198029269257,280540
76561198029269257,282210
76561198029269257,201810
76561198029269257,301970
76561198029269257,304930
76561198029269257,317100
76561198029269257,319140
76561198029269257,322110
76561198029269257,322500
76561198029269257,327890
76561198029269257,329460
76561198029269257,332200
76561198029269257,341800
76561198029269257,295110
76561198029269257,433850
76561198029269257,255710
76561198029269257,344500
76561198029269257,350740
76561198029269257,303550
76561198029269257,353360
76561198029269257,356570
76561198029269257,346850
76561198029269257,232090
76561198029269257,365770
76561198029269257,368370
76561198029269257,388880
76561198029269257,404540
76561198029269257,408120
76561198029269257,418340
76561198029269257,419460
76561198029269257,461950
76561198029269257,462770
76561198029269257,477160
76561198029269257,578080
76561198029269257,657120
76561198029269257,676820
76561198029269257,675260
76561198034070553,300
76561198034070553,240
76561198034070553,1520
76561198034070553,4000
76561198034070553,2600
76561198034070553,4560
76561198034070553,228200
76561198034070553,220
76561198034070553,340
76561198034070553,400
76561198034070553,420
76561198034070553,12150
76561198034070553,12900
76561198034070553,13230
76561198034070553,15130
76561198034070553,7760
76561198034070553,500
76561198034070553,10500
76561198034070553,15620
76561198034070553,23500
76561198034070553,24740
76561198034070553,29800
76561198034070553,22200
76561198034070553,6000
76561198034070553,34900
76561198034070553,38420
76561198034070553,40400
76561198034070553,550
76561198034070553,41300
76561198034070553,32430
76561198034070553,22370
76561198034070553,8190
76561198034070553,45400
76561198034070553,46740
76561198034070553,33900
76561198034070553,33930
76561198034070553,17410
76561198034070553,47540
76561198034070553,4500
76561198034070553,22380
76561198034070553,32360
76561198034070553,50620
76561198034070553,462780
76561198034070553,65950
76561198034070553,47810
76561198034070553,42120
76561198034070553,15700
76561198034070553,15740
76561198034070553,15750
76561198034070553,18000
76561198034070553,475150
76561198034070553,620
76561198034070553,71230
76561198034070553,71240
76561198034070553,71250
76561198034070553,42910
76561198034070553,91900
76561198034070553,44320
76561198034070553,321040
76561198034070553,22350
76561198034070553,26500
76561198034070553,48720
76561198034070553,28050
76561198034070553,104200
76561198034070553,92100
76561198034070553,20920
76561198034070553,94200
76561198034070553,97000
76561198034070553,49600
76561198034070553,102200
76561198034070553,40700
76561198034070553,55040
76561198034070553,63500
76561198034070553,92300
76561198034070553,95300
76561198034070553,44200
76561198034070553,42170
76561198034070553,46500
76561198034070553,98800
76561198034070553,22230
76561198034070553,99300
76561198034070553,55150
76561198034070553,96100
76561198034070553,48000
76561198034070553,35450
76561198034070553,107100
76561198034070553,107200
76561198034070553,61700
76561198034070553,200110
76561198034070553,18500
76561198034070553,45000
76561198034070553,91200
76561198034070553,91600
76561198034070553,93200
76561198034070553,24240
76561198034070553,2500
76561198034070553,11200
76561198034070553,35700
76561198034070553,8930
76561198034070553,98100
76561198034070553,98200
76561198034070553,113200
76561198034070553,102840
76561198034070553,55230
76561198034070553,201020
76561198034070553,92800
76561198034070553,80310
76561198034070553,65800
76561198034070553,110800
76561198034070553,205790
76561198034070553,35720
76561198034070553,6120
76561198034070553,40800
76561198034070553,63710
76561198034070553,99700
76561198034070553,18700
76561198034070553,26900
76561198034070553,41100
76561198034070553,70300
76561198034070553,2400
76561198034070553,41900
76561198034070553,67370
76561198034070553,41070
76561198034070553,65300
76561198034070553,22000
76561198034070553,204390
76561198034070553,105800
76561198034070553,207650
76561198034070553,209330
76561198034070553,203750
76561198034070553,49470
76561198034070553,207490
76561198034070553,207170
76561198034070553,63380
76561198034070553,207430
76561198034070553,204060
76561198034070553,203770
76561198034070553,209830
76561198034070553,207610
76561198034070553,211580
76561198034070553,206370
76561198034070553,207250
76561198034070553,50300
76561198034070553,208140
76561198034070553,104900
76561198034070553,207690
76561198034070553,200260
76561198034070553,98400
76561198034070553,204180
76561198034070553,207080
76561198034070553,203140
76561198034070553,205930
76561198034070553,204100
76561198034070553,210170
76561198034070553,1250
76561198034070553,15500
76561198034070553,15540
76561198034070553,15560
76561198034070553,35460
76561198034070553,38700
76561198034070553,38720
76561198034070553,57300
76561198034070553,63700
76561198034070553,205910
76561198034070553,214830
76561198034070553,108710
76561198034070553,214360
76561198034070553,201790
76561198034070553,35140
76561198034070553,214340
76561198034070553,209080
76561198034070553,204630
76561198034070553,202170
76561198034070553,730
76561198034070553,215510
76561198034070553,200510
76561198034070553,204300
76561198034070553,212680
76561198034070553,200710
76561198034070553,206440
76561198034070553,212780
76561198034070553,220780
76561198034070553,219150
76561198034070553,216890
76561198034070553,214560
76561198034070553,219640
76561198034070553,223470
76561198034070553,220460
76561198034070553,219600
76561198034070553,223220
76561198034070553,218410
76561198034070553,4920
76561198034070553,225140
76561198034070553,43110
76561198034070553,221640
76561198034070553,223630
76561198034070553,227200
76561198034070553,227580
76561198034070553,200900
76561198034070553,209270
76561198034070553,219890
76561198034070553,57690
76561198034070553,17080
76561198034070553,202090
76561198034070553,224580
76561198034070553,224820
76561198034070553,227260
76561198034070553,203160
76561198034070553,222660
76561198034070553,233700
76561198034070553,233740
76561198034070553,234490
76561198034070553,233450
76561198034070553,226740
76561198034070553,8870
76561198034070553,227480
76561198034070553,220900
76561198034070553,113020
76561198034070553,234190
76561198034070553,219740
76561198034070553,322330
76561198034070553,235250
76561198034070553,236730
76561198034070553,234290
76561198034070553,234650
76561198034070553,233270
76561198034070553,222730
76561198034070553,215690
76561198034070553,65930
76561198034070553,228300
76561198034070553,237430
76561198034070553,210770
76561198034070553,225360
76561198034070553,238890
76561198034070553,236090
76561198034070553,206190
76561198034070553,231160
76561198034070553,231740
76561198034070553,223830
76561198034070553,241600
76561198034070553,237570
76561198034070553,242760
76561198034070553,242880
76561198034070553,233250
76561198034070553,243160
76561198034070553,243280
76561198034070553,233610
76561198034070553,229890
76561198034070553,226980
76561198034070553,234390
76561198034070553,204530
76561198034070553,218820
76561198034070553,207140
76561198034070553,368730
76561198034070553,246420
76561198034070553,246900
76561198034070553,255520
76561198034070553,247020
76561198034070553,214770
76561198034070553,241620
76561198034070553,225080
76561198034070553,239030
76561198034070553,243780
76561198034070553,244730
76561198034070553,239070
76561198034070553,248530
76561198034070553,248610
76561198034070553,248820
76561198034070553,248860
76561198034070553,218620
76561198034070553,2820
76561198034070553,201310
76561198034070553,238280
76561198034070553,249990
76561198034070553,250110
76561198034070553,250260
76561198034070553,250320
76561198034070553,250580
76561198034070553,250620
76561198034070553,250700
76561198034070553,222880
76561198034070553,222900
76561198034070553,251130
76561198034070553,251870
76561198034070553,251990
76561198034070553,252110
76561198034070553,252410
76561198034070553,252430
76561198034070553,252490
76561198034070553,252710
76561198034070553,252850
76561198034070553,252950
76561198034070553,253030
76561198034070553,253610
76561198034070553,253630
76561198034070553,253650
76561198034070553,253750
76561198034070553,245170
76561198034070553,243970
76561198034070553,218060
76561198034070553,249130
76561198034070553,58520
76561198034070553,255870
76561198034070553,242860
76561198034070553,247660
76561198034070553,257050
76561198034070553,226620
76561198034070553,257120
76561198034070553,233130
76561198034070553,257830
76561198034070553,238010
76561198034070553,258220
76561198034070553,238930
76561198034070553,231720
76561198034070553,45500
76561198034070553,245390
76561198034070553,259340
76561198034070553,259360
76561198034070553,259390
76561198034070553,259430
76561198034070553,259510
76561198034070553,259550
76561198034070553,259600
76561198034070553,212480
76561198034070553,94400
76561198034070553,221910
76561198034070553,260230
76561198034070553,260250
76561198034070553,261110
76561198034070553,261180
76561198034070553,262060
76561198034070553,262470
76561198034070553,262830
76561198034070553,263360
76561198034070553,263420
76561198034070553,263440
76561198034070553,263460
76561198034070553,263560
76561198034070553,263980
76561198034070553,264140
76561198034070553,264200
76561198034070553,264690
76561198034070553,265890
76561198034070553,265930
76561198034070553,266110
76561198034070553,266330
76561198034070553,233150
76561198034070553,268200
76561198034070553,268220
76561198034070553,249050
76561198034070553,25000
76561198034070553,268870
76561198034070553,269030
76561198034070553,269110
76561198034070553,269330
76561198034070553,270090
76561198034070553,270450
76561198034070553,270550
76561198034070553,271290
76561198034070553,271820
76561198034070553,96200
76561198034070553,300550
76561198034070553,228380
76561198034070553,273070
76561198034070553,224480
76561198034070553,274190
76561198034070553,274290
76561198034070553,274560
76561198034070553,275200
76561198034070553,275390
76561198034070553,275490
76561198034070553,275530
76561198034070553,46770
76561198034070553,227060
76561198034070553,250180
76561198034070553,280460
76561198034070553,254700
76561198034070553,235210
76561198034070553,282440
76561198034070553,282760
76561198034070553,282800
76561198034070553,283660
76561198034070553,116100
76561198034070553,285820
76561198034070553,286040
76561198034070553,286120
76561198034070553,286240
76561198034070553,286360
76561198034070553,237350
76561198034070553,286660
76561198034070553,287700
76561198034070553,287980
76561198034070553,289090
76561198034070553,289760
76561198034070553,290320
76561198034070553,290770
76561198034070553,290890
76561198034070553,291010
76561198034070553,250560
76561198034070553,251430
76561198034070553,292600
76561198034070553,292620
76561198034070553,293320
76561198034070553,293940
76561198034070553,294140
76561198034070553,294370
76561198034070553,201810
76561198034070553,256290
76561198034070553,286160
76561198034070553,225600
76561198034070553,295690
76561198034070553,296050
76561198034070553,296470
76561198034070553,296490
76561198034070553,296510
76561198034070553,297060
76561198034070553,298260
76561198034070553,298600
76561198034070553,237930
76561198034070553,299460
76561198034070553,299720
76561198034070553,300580
76561198034070553,301190
76561198034070553,301200
76561198034070553,301480
76561198034070553,302010
76561198034070553,246110
76561198034070553,302710
76561198034070553,241930
76561198034070553,244160
76561198034070553,303390
76561198034070553,304150
76561198034070553,304500
76561198034070553,306410
76561198034070553,306660
76561198034070553,302380
76561198034070553,246840
76561198034070553,276890
76561198034070553,307230
76561198034070553,307270
76561198034070553,307580
76561198034070553,308040
76561198034070553,308440
76561198034070553,310380
76561198034070553,240760
76561198034070553,310850
76561198034070553,311340
76561198034070553,311480
76561198034070553,311690
76561198034070553,312840
76561198034070553,312990
76561198034070553,313020
76561198034070553,232430
76561198034070553,314020
76561198034070553,314450
76561198034070553,315430
76561198034070553,220820
76561198034070553,313360
76561198034070553,316660
76561198034070553,317040
76561198034070553,317400
76561198034070553,317410
76561198034070553,317710
76561198034070553,318230
76561198034070553,318430
76561198034070553,319270
76561198034070553,319470
76561198034070553,319480
76561198034070553,319910
76561198034070553,229810
76561198034070553,319970
76561198034070553,317300
76561198034070553,321270
76561198034070553,274170
76561198034070553,321870
76561198034070553,321920
76561198034070553,322500
76561198034070553,258520
76561198034070553,400430
76561198034070553,232890
76561198034070553,323460
76561198034070553,301970
76561198034070553,239140
76561198034070553,238320
76561198034070553,325090
76561198034070553,208750
76561198034070553,328500
76561198034070553,328730
76561198034070553,373970
76561198034070553,328760
76561198034070553,289130
76561198034070553,329380
76561198034070553,329690
76561198034070553,330660
76561198034070553,330820
76561198034070553,17570
76561198034070553,331440
76561198034070553,274940
76561198034070553,331980
76561198034070553,333250
76561198034070553,310790
76561198034070553,333930
76561198034070553,334840
76561198034070553,335840
76561198034070553,274620
76561198034070553,301910
76561198034070553,338050
76561198034070553,338190
76561198034070553,338710
76561198034070553,332530
76561198034070553,319630
76561198034070553,339400
76561198034070553,304650
76561198034070553,242680
76561198034070553,340050
76561198034070553,340270
76561198034070553,340340
76561198034070553,341090
76561198034070553,341190
76561198034070553,341500
76561198034070553,341780
76561198034070553,342610
76561198034070553,342620
76561198034070553,343090
76561198034070553,343340
76561198034070553,343360
76561198034070553,343930
76561198034070553,253390
76561198034070553,270810
76561198034070553,345860
76561198034070553,346010
76561198034070553,342020
76561198034070553,346900
76561198034070553,266510
76561198034070553,348670
76561198034070553,351090
76561198034070553,353640
76561198034070553,354240
76561198034070553,355520
76561198034070553,356570
76561198034070553,357300
76561198034070553,357770
76561198034070553,357780
76561198034070553,338530
76561198034070553,359050
76561198034070553,360640
76561198034070553,361850
76561198034070553,363490
76561198034070553,364100
76561198034070553,364130
76561198034070553,311720
76561198034070553,364690
76561198034070553,367000
76561198034070553,368990
76561198034070553,370040
76561198034070553,370100
76561198034070553,371670
76561198034070553,230230
76561198034070553,373420
76561198034070553,359320
76561198034070553,374900
76561198034070553,375460
76561198034070553,375290
76561198034070553,378100
76561198034070553,312530
76561198034070553,49520
76561198034070553,381780
76561198034070553,383580
76561198034070553,383670
76561198034070553,383870
76561198034070553,387470
76561198034070553,388210
76561198034070553,295790
76561198034070553,391540
76561198034070553,394310
76561198034070553,394510
76561198034070553,394970
76561198034070553,399430
76561198034070553,400250
76561198034070553,335670
76561198034070553,402060
76561198034070553,402590
76561198034070553,407840
76561198034070553,238210
76561198034070553,410710
76561198034070553,413150
76561198034070553,422970
76561198034070553,268500
76561198034070553,428750
76561198034070553,436360
76561198034070553,448260
76561198034070553,448510
76561198034070553,450020
76561198034070553,457140
76561198034070553,460700
76561198034070553,461690
76561198034070553,462770
76561198034070553,491950
76561198034070553,514620
76561198034070553,518620
76561198034070553,528300
76561198034070553,535230
76561198034070553,535520
76561198034070553,469820
76561198034070553,588650
76561198034070553,236150
76561198034070553,646570
76561198034070553,674940
76561198034070553,323580
76561198034070553,680360
76561198034070553,368420
76561198034070553,209670
76561198034070553,804320
76561198034070553,590380
76561198034070553,823130
76561198034070553,863550
76561198034070553,439190
76561198034070553,334210
76561198034070553,391720
76561198034070553,365450
76561198034070553,304390
76561198034070553,638070
76561198034070553,231430
76561198034070553,449960
76561198034841259,240
76561198034841259,550
76561198034841259,730
76561198034841259,218230
76561198034841259,242720
76561198034841259,444090
76561198035337396,7110
76561198035337396,2600
76561198035337396,2400
76561198035337396,2420
76561198035337396,2430
76561198035337396,12900
76561198035337396,20900
76561198035337396,18500
76561198035337396,3590
76561198035337396,8880
76561198035337396,3720
76561198035337396,25890
76561198035337396,32370
76561198035337396,40400
76561198035337396,550
76561198035337396,20820
76561198035337396,8190
76561198035337396,40930
76561198035337396,6830
76561198035337396,33900
76561198035337396,33930
76561198035337396,22180
76561198035337396,57300
76561198035337396,8930
76561198035337396,32360
76561198035337396,1640
76561198035337396,48950
76561198035337396,26800
76561198035337396,29180
76561198035337396,93200
76561198035337396,47890
76561198035337396,35700
76561198035337396,95300
76561198035337396,105600
76561198035337396,49470
76561198035337396,18700
76561198035337396,26900
76561198035337396,41100
76561198035337396,55040
76561198035337396,70300
76561198035337396,96200
76561198035337396,107100
76561198035337396,107200
76561198035337396,57690
76561198035337396,24240
76561198035337396,55230
76561198035337396,65800
76561198035337396,102600
76561198035337396,41070
76561198035337396,35720
76561198035337396,205790
76561198035337396,105800
76561198035337396,209330
76561198035337396,41500
76561198035337396,200710
76561198035337396,97330
76561198035337396,208140
76561198035337396,201790
76561198035337396,204300
76561198035337396,730
76561198035337396,200260
76561198035337396,212680
76561198035337396,220780
76561198035337396,214560
76561198035337396,219150
76561198035337396,4920
76561198035337396,220240
76561198035337396,43110
76561198035337396,50620
76561198035337396,203160
76561198035337396,233450
76561198035337396,8870
76561198035337396,1250
76561198035337396,210770
76561198035337396,234650
76561198035337396,72850
76561198035337396,241600
76561198035337396,242760
76561198035337396,204530
76561198035337396,247020
76561198035337396,248820
76561198035337396,239350
76561198035337396,251730
76561198035337396,252490
76561198035337396,262060
76561198035337396,264710
76561198035337396,226840
76561198035337396,249050
76561198035337396,280220
76561198035337396,281990
76561198035337396,285330
76561198035337396,286000
76561198035337396,287700
76561198035337396,292030
76561198035337396,238460
76561198035337396,237930
76561198035337396,312610
76561198035337396,247080
76561198035337396,241930
76561198035337396,329130
76561198035337396,305620
76561198035337396,276810
76561198035337396,250900
76561198035337396,266510
76561198035337396,255710
76561198035337396,356190
76561198035337396,367520
76561198035337396,219740
76561198035337396,243970
76561198035337396,371200
76561198035337396,322330
76561198035337396,374320
76561198035337396,386070
76561198035337396,386620
76561198035337396,291550
76561198035337396,388880
76561198035337396,252950
76561198035337396,418240
76561198035337396,289130
76561198035337396,268500
76561198035337396,427270
76561198035337396,239140
76561198035337396,431960
76561198035337396,457140
76561198035337396,379720
76561198035337396,296970
76561198035337396,364360
76561198035337396,289070
76561198035337396,337000
76561198035337396,531640
76561198035337396,392110
76561198035337396,362960
76561198035337396,493340
76561198035337396,578080
76561198035337396,588650
76561198035337396,590380
76561198035337396,355790
76561198035337396,646570
76561198035337396,594570
76561198035337396,755790
76561198035337396,637090
76561198035337396,203770
76561198036466697,220
76561198036466697,400
76561198036466697,550
76561198036466697,33230
76561198036466697,8190
76561198036466697,12220
76561198036466697,17410
76561198036466697,8980
76561198036466697,22380
76561198036466697,99810
76561198036466697,55100
76561198036466697,620
76561198036466697,42910
76561198036466697,28050
76561198036466697,105600
76561198036466697,20920
76561198036466697,24960
76561198036466697,107100
76561198036466697,8930
76561198036466697,201280
76561198036466697,72850
76561198036466697,65800
76561198036466697,108710
76561198036466697,12150
76561198036466697,204100
76561198036466697,207610
76561198036466697,41500
76561198036466697,200710
76561198036466697,3830
76561198036466697,48000
76561198036466697,207080
76561198036466697,40800
76561198036466697,55230
76561198036466697,7670
76561198036466697,8850
76561198036466697,57400
76561198036466697,200260
76561198036466697,35720
76561198036466697,49520
76561198036466697,113200
76561198036466697,202170
76561198036466697,204300
76561198036466697,205100
76561198036466697,730
76561198036466697,204360
76561198036466697,205270
76561198036466697,214560
76561198036466697,219640
76561198036466697,219150
76561198036466697,8870
76561198036466697,203160
76561198036466697,220240
76561198036466697,203140
76561198036466697,43110
76561198036466697,220440
76561198036466697,1250
76561198036466697,224760
76561198036466697,233270
76561198036466697,43160
76561198036466697,231160
76561198036466697,241600
76561198036466697,242760
76561198036466697,235600
