Source,Target
76561197977307864,213670
76561197977307864,578080
76561197978413983,240
76561197978413983,1200
76561197978413983,3920
76561197978413983,12900
76561197978413983,34330
76561197978413983,219340
76561197978413983,238960
76561197978413983,271290
76561197978413983,234650
76561197978413983,48220
76561197978413983,236850
76561197978413983,214950
76561197978413983,218620
76561197978413983,251730
76561197978413983,252950
76561197978413983,261640
76561197978413983,261760
76561197978413983,262060
76561197978413983,262280
76561197978413983,230230
76561197978413983,373420
76561197978413983,8930
76561197978413983,271590
76561197978413983,237990
76561197978413983,238750
76561197978413983,281990
76561197978413983,223450
76561197978413983,310510
76561197978413983,310560
76561197978413983,240760
76561197978413983,404730
76561197978413983,227940
76561197978413983,316010
76561197978413983,320140
76561197978413983,321040
76561197978413983,322190
76561197978413983,323190
76561197978413983,239140
76561197978413983,344760
76561197978413983,266510
76561197978413983,322330
76561197978413983,226860
76561197978413983,382050
76561197978413983,268500
76561197978413983,431240
76561197978413983,384490
76561197978413983,364360
76561197978413983,271240
76561197978413983,289070
76561197978413983,558100
76561197978413983,588650
76561197978413983,609940
76561197978413983,368420
76561197978413983,435150
76561197978413983,504370
76561197978413983,203770
76561197978413983,304390
76561197978431979,10
76561197978431979,240
76561197978431979,300
76561197978431979,22330
76561197978431979,12810
76561197978431979,3720
76561197978431979,41500
76561197978431979,550
76561197978431979,7670
76561197978431979,48700
76561197978431979,8190
76561197978431979,400
76561197978431979,8980
76561197978431979,34330
76561197978431979,2500
76561197978431979,11200
76561197978431979,35700
76561197978431979,620
76561197978431979,42910
76561197978431979,105600
76561197978431979,20920
76561197978431979,18700
76561197978431979,26500
76561197978431979,26900
76561197978431979,55040
76561197978431979,70300
76561197978431979,96200
76561197978431979,72850
76561197978431979,24240
76561197978431979,8930
76561197978431979,98200
76561197978431979,55230
76561197978431979,65800
76561197978431979,40800
76561197978431979,94200
76561197978431979,207610
76561197978431979,3830
76561197978431979,204060
76561197978431979,107100
76561197978431979,211420
76561197978431979,204300
76561197978431979,730
76561197978431979,49520
76561197978431979,212680
76561197978431979,200710
76561197978431979,205100
76561197978431979,214560
76561197978431979,219640
76561197978431979,219150
76561197978431979,8870
76561197978431979,200510
76561197978431979,220240
76561197978431979,203140
76561197978431979,50620
76561197978431979,220440
76561197978431979,238960
76561197978431979,220200
76561197978431979,232910
76561197978431979,203160
76561197978431979,1250
76561197978431979,233270
76561197978431979,241600
76561197978431979,242760
76561197978431979,242920
76561197978431979,218620
76561197978431979,252490
76561197978431979,252950
76561197978431979,219990
76561197978431979,261570
76561197978431979,271590
76561197978431979,213670
76561197978431979,236430
76561197978431979,294100
76561197978431979,201810
76561197978431979,311690
76561197978431979,327140
76561197978431979,327690
76561197978431979,333930
76561197978431979,346010
76561197978431979,348250
76561197978431979,255710
76561197978431979,361420
76561197978431979,234630
76561197978431979,373420
76561197978431979,377160
76561197978431979,386360
76561197978431979,291550
76561197978431979,389730
76561197978431979,413150
76561197978431979,418650
76561197978431979,427520
76561197978431979,210970
76561197978431979,450390
76561197978431979,469610
76561197978431979,471710
76561197978431979,504370
76561197978431979,306130
76561197978431979,270130
76561197978431979,446620
76561197978431979,552500
76561197978431979,578080
76561197978431979,644930
76561197978431979,678950
76561197978431979,240720
76561197978431979,594570
76561197978441108,10
76561197978441108,240
76561197978441108,400
76561197978441108,7940
76561197978441108,7670
76561197978441108,17300
76561197978441108,17330
76561197978441108,22000
76561197978441108,35700
76561197978441108,45740
76561197978441108,62000
76561197978441108,57700
76561197978441108,47890
76561197978441108,620
76561197978441108,71340
76561197978441108,107100
76561197978441108,49520
76561197978441108,204360
76561197978441108,39140
76561197978441108,252950
76561197978441108,253230
76561197978441108,39150
76561197978441108,237930
76561197978441108,63380
76561197978441108,311730
76561197978441108,345350
76561197978441108,221380
76561197978441108,431960
76561197978441108,438270
76561197978441108,447530
76561197978441108,452570
76561197978441108,460700
76561197978441108,578080
76561197978441108,524220
76561197978441108,546050
76561197979975870,10
76561197979975870,220
76561197979975870,240
76561197979975870,320
76561197979975870,300
76561197979975870,30
76561197979975870,70
76561197979975870,1520
76561197979975870,4000
76561197979975870,4540
76561197979975870,4550
76561197979975870,400
76561197979975870,12900
76561197979975870,500
76561197979975870,13210
76561197979975870,17460
76561197979975870,37420
76561197979975870,6020
76561197979975870,6030
76561197979975870,32400
76561197979975870,550
76561197979975870,10180
76561197979975870,10190
76561197979975870,36000
76561197979975870,33230
76561197979975870,24960
76561197979975870,8190
76561197979975870,33930
76561197979975870,24780
76561197979975870,4500
76561197979975870,41700
76561197979975870,34270
76561197979975870,57600
76561197979975870,65950
76561197979975870,8980
76561197979975870,22380
76561197979975870,18500
76561197979975870,8880
76561197979975870,42120
76561197979975870,99810
76561197979975870,620
76561197979975870,56400
76561197979975870,49810
76561197979975870,42910
76561197979975870,93200
76561197979975870,70000
76561197979975870,98200
76561197979975870,97000
76561197979975870,91600
76561197979975870,98800
76561197979975870,22230
76561197979975870,99300
76561197979975870,55150
76561197979975870,35450
76561197979975870,24240
76561197979975870,201020
76561197979975870,65800
76561197979975870,32800
76561197979975870,202730
76561197979975870,1250
76561197979975870,205790
76561197979975870,49470
76561197979975870,41500
76561197979975870,200710
76561197979975870,50300
76561197979975870,104900
76561197979975870,212680
76561197979975870,91310
76561197979975870,204300
76561197979975870,209080
76561197979975870,730
76561197979975870,200260
76561197979975870,219640
76561197979975870,211400
76561197979975870,219600
76561197979975870,4920
76561197979975870,223470
76561197979975870,43110
76561197979975870,201790
76561197979975870,109600
76561197979975870,236390
76561197979975870,238960
76561197979975870,242720
76561197979975870,245550
76561197979975870,224580
76561197979975870,233450
76561197979975870,233720
76561197979975870,220200
76561197979975870,241600
76561197979975870,242760
76561197979975870,242820
76561197979975870,242920
76561197979975870,233250
76561197979975870,246300
76561197979975870,239030
76561197979975870,248820
76561197979975870,218620
76561197979975870,209000
76561197979975870,222880
76561197979975870,252490
76561197979975870,252610
76561197979975870,252950
76561197979975870,253750
76561197979975870,255480
76561197979975870,58520
76561197979975870,204560
76561197979975870,208730
76561197979975870,231140
76561197979975870,242860
76561197979975870,242050
76561197979975870,219990
76561197979975870,233130
76561197979975870,255520
76561197979975870,251170
76561197979975870,250400
76561197979975870,238430
76561197979975870,262830
76561197979975870,264200
76561197979975870,265890
76561197979975870,268870
76561197979975870,105300
76561197979975870,271900
76561197979975870,274190
76561197979975870,244850
76561197979975870,277430
76561197979975870,48700
76561197979975870,222900
76561197979975870,250180
76561197979975870,286040
76561197979975870,287700
76561197979975870,241930
76561197979975870,300380
76561197979975870,304410
76561197979975870,304930
76561197979975870,238090
76561197979975870,274940
76561197979975870,322910
76561197979975870,258970
76561197979975870,310790
76561197979975870,215470
76561197979975870,333930
76561197979975870,310380
76561197979975870,346110
76561197979975870,15170
76561197979975870,48220
76561197979975870,243380
76561197979975870,297000
76561197979975870,235540
76561197979975870,232090
76561197979975870,373180
76561197979975870,377160
76561197979975870,381210
76561197979975870,234140
76561197979975870,253030
76561197979975870,394510
76561197979975870,370240
76561197979975870,311210
76561197979975870,413150
76561197979975870,225540
76561197979975870,416770
76561197979975870,420290
76561197979975870,208650
76561197979975870,427520
76561197979975870,239140
76561197979975870,433850
76561197979975870,447820
76561197979975870,466560
76561197979975870,379720
76561197979975870,385760
76561197979975870,541210
76561197979975870,563560
76561197979975870,578080
76561197979975870,581320
76561197979975870,356190
76561197979975870,604240
76561197979975870,624970
76561197979975870,644930
76561197979975870,552520
76561197979975870,552500
76561197979975870,440900
76561197982933050,10
76561197982933050,100
76561197982933050,300
76561197982933050,220
76561197982933050,320
76561197982933050,1520
76561197982933050,4000
76561197982933050,2620
76561197982933050,2630
76561197982933050,2640
76561197982933050,6510
76561197982933050,400
76561197982933050,8500
76561197982933050,13230
76561197982933050,20710
76561197982933050,18500
76561197982933050,24740
76561197982933050,22200
76561197982933050,1250
76561197982933050,6060
76561197982933050,34900
76561197982933050,32310
76561197982933050,32340
76561197982933050,20500
76561197982933050,550
76561197982933050,41300
76561197982933050,24960
76561197982933050,8190
76561197982933050,35140
76561197982933050,49900
76561197982933050,12220
76561197982933050,12110
76561197982933050,12120
76561197982933050,12210
76561197982933050,33930
76561197982933050,22180
76561197982933050,24420
76561197982933050,4500
76561197982933050,8930
76561197982933050,50620
76561197982933050,8980
76561197982933050,42120
76561197982933050,26800
76561197982933050,29180
76561197982933050,2760
76561197982933050,620
76561197982933050,42910
76561197982933050,44320
76561197982933050,22350
76561197982933050,39120
76561197982933050,105600
76561197982933050,20920
76561197982933050,49600
76561197982933050,17470
76561197982933050,91600
76561197982933050,98800
76561197982933050,22230
76561197982933050,18700
76561197982933050,26500
76561197982933050,26900
76561197982933050,41100
76561197982933050,55040
76561197982933050,91310
76561197982933050,99300
76561197982933050,33460
76561197982933050,107100
76561197982933050,200110
76561197982933050,55150
76561197982933050,98400
76561197982933050,35450
76561197982933050,24240
76561197982933050,35700
76561197982933050,17710
76561197982933050,98200
76561197982933050,92800
76561197982933050,9480
76561197982933050,15620
76561197982933050,55110
76561197982933050,55140
76561197982933050,65800
76561197982933050,113200
76561197982933050,32800
76561197982933050,55230
76561197982933050,202200
76561197982933050,35720
76561197982933050,40800
76561197982933050,63710
76561197982933050,94200
76561197982933050,41800
76561197982933050,200900
76561197982933050,205790
76561197982933050,203810
76561197982933050,207570
76561197982933050,203750
76561197982933050,49470
76561197982933050,204060
76561197982933050,209830
76561197982933050,207610
76561197982933050,41500
76561197982933050,200710
76561197982933050,104900
76561197982933050,202970
76561197982933050,202990
76561197982933050,200010
76561197982933050,204100
76561197982933050,200390
76561197982933050,205910
76561197982933050,214340
76561197982933050,211420
76561197982933050,204300
76561197982933050,209080
76561197982933050,204220
76561197982933050,214700
76561197982933050,730
76561197982933050,214250
76561197982933050,108500
76561197982933050,65300
76561197982933050,214970
76561197982933050,212680
76561197982933050,220780
76561197982933050,96300
76561197982933050,221260
76561197982933050,220860
76561197982933050,219150
76561197982933050,205100
76561197982933050,204630
76561197982933050,219640
76561197982933050,211400
76561197982933050,4920
76561197982933050,221020
76561197982933050,225600
76561197982933050,201790
76561197982933050,227320
76561197982933050,212480
76561197982933050,219680
76561197982933050,219890
76561197982933050,231200
76561197982933050,221380
76561197982933050,17080
76561197982933050,218230
76561197982933050,230410
76561197982933050,236390
76561197982933050,238960
76561197982933050,228760
76561197982933050,227260
76561197982933050,203160
76561197982933050,8870
76561197982933050,230700
76561197982933050,227160
76561197982933050,227480
76561197982933050,113020
76561197982933050,224760
76561197982933050,44350
76561197982933050,228300
76561197982933050,220200
76561197982933050,43160
76561197982933050,222730
76561197982933050,236090
76561197982933050,206190
76561197982933050,231160
76561197982933050,242760
76561197982933050,242860
76561197982933050,242880
76561197982933050,242920
76561197982933050,233250
76561197982933050,231430
76561197982933050,244710
76561197982933050,207140
76561197982933050,214770
76561197982933050,225080
76561197982933050,239030
76561197982933050,248820
76561197982933050,239350
76561197982933050,232430
76561197982933050,218620
76561197982933050,235600
76561197982933050,239820
76561197982933050,232810
76561197982933050,206420
76561197982933050,250260
76561197982933050,250320
76561197982933050,250760
76561197982933050,222900
76561197982933050,251150
76561197982933050,252490
76561197982933050,252950
76561197982933050,253030
76561197982933050,253230
76561197982933050,241540
76561197982933050,242050
76561197982933050,219990
76561197982933050,255520
76561197982933050,244930
76561197982933050,213670
76561197982933050,257850
76561197982933050,94400
76561197982933050,221910
76561197982933050,261030
76561197982933050,261570
76561197982933050,261760
76561197982933050,262390
76561197982933050,263280
76561197982933050,263760
76561197982933050,264200
76561197982933050,264710
76561197982933050,265930
76561197982933050,211820
76561197982933050,202170
76561197982933050,230230
76561197982933050,268650
76561197982933050,268910
76561197982933050,270880
76561197982933050,235460
76561197982933050,271290
76561197982933050,228380
76561197982933050,272860
76561197982933050,222880
76561197982933050,244850
76561197982933050,48700
76561197982933050,286160
76561197982933050,287700
76561197982933050,233290
76561197982933050,274190
76561197982933050,290080
76561197982933050,294100
76561197982933050,201810
76561197982933050,256290
76561197982933050,245490
76561197982933050,298600
76561197982933050,298630
76561197982933050,238460
76561197982933050,237930
76561197982933050,300570
76561197982933050,300580
76561197982933050,303210
76561197982933050,304430
76561197982933050,306130
76561197982933050,310790
76561197982933050,311690
76561197982933050,312990
76561197982933050,241560
76561197982933050,317360
76561197982933050,296470
76561197982933050,318600
76561197982933050,274940
76561197982933050,274170
76561197982933050,258520
76561197982933050,241930
76561197982933050,239140
76561197982933050,327890
76561197982933050,330830
76561197982933050,330840
76561197982933050,17570
76561197982933050,305620
76561197982933050,332500
76561197982933050,234630
76561197982933050,310380
76561197982933050,282070
76561197982933050,215470
76561197982933050,333930
76561197982933050,334230
76561197982933050,335670
76561197982933050,319630
76561197982933050,343860
76561197982933050,346010
76561197982933050,346110
76561197982933050,351920
76561197982933050,291650
76561197982933050,311560
76561197982933050,255710
76561197982933050,232090
76561197982933050,361420
76561197982933050,329460
76561197982933050,367450
76561197982933050,367500
76561197982933050,292030
76561197982933050,359320
76561197982933050,375820
76561197982933050,377160
76561197982933050,236870
76561197982933050,381210
76561197982933050,383870
76561197982933050,386360
76561197982933050,388880
76561197982933050,234140
76561197982933050,391540
76561197982933050,394510
76561197982933050,397340
76561197982933050,400040
76561197982933050,400940
76561197982933050,413150
76561197982933050,225540
76561197982933050,418650
76561197982933050,386070
76561197982933050,420290
76561197982933050,420530
76561197982933050,268500
76561197982933050,427520
76561197982933050,210970
76561197982933050,359550
76561197982933050,430210
76561197982933050,431960
76561197982933050,391220
76561197982933050,433340
76561197982933050,433850
76561197982933050,438100
76561197982933050,440900
76561197982933050,444640
76561197982933050,448280
76561197982933050,275850
76561197982933050,453000
76561197982933050,379720
76561197982933050,469610
76561197982933050,471710
76561197982933050,489140
76561197982933050,491950
76561197982933050,499520
76561197982933050,501300
76561197982933050,289070
76561197982933050,537340
76561197982933050,480490
76561197982933050,548430
76561197982933050,493340
76561197982933050,555160
76561197982933050,252850
76561197982933050,447040
76561197982933050,460920
76561197982933050,501590
76561197982933050,578080
76561197982933050,578620
76561197982933050,586210
76561197982933050,587430
76561197982933050,588650
76561197982933050,356190
76561197982933050,524220
76561197982933050,611670
76561197982933050,617830
76561197982933050,620980
76561197982933050,644930
76561197982933050,641960
76561197982933050,646570
76561197982933050,648800
76561197982933050,653530
76561197982933050,666140
76561197982933050,673600
76561197982933050,414340
76561197982933050,690040
76561197982933050,554620
76561197982933050,435150
76561197982933050,504370
76561197982933050,637650
76561197982933050,812140
76561197982933050,813820
76561197982933050,823130
76561197982933050,834910
76561197982933050,552500
76561197982933050,846470
76561197982933050,847370
76561197982933050,517630
76561197982933050,638970
76561197982933050,582010
76561197982933050,905370
76561197991610157,240
76561197991610157,300
76561197991610157,320
76561197991610157,4000
76561197991610157,2400
76561197991610157,220
76561197991610157,400
76561197991610157,7940
76561197991610157,500
76561197991610157,8980
76561197991610157,550
76561197991610157,31410
76561197991610157,40100
76561197991610157,24960
76561197991610157,49600
76561197991610157,34270
76561197991610157,1510
76561197991610157,42500
76561197991610157,620
76561197991610157,1250
76561197991610157,12900
76561197991610157,15500
76561197991610157,26500
76561197991610157,38700
76561197991610157,63700
76561197991610157,42910
76561197991610157,57900
76561197991610157,9420
76561197991610157,104700
76561197991610157,111100
76561197991610157,108800
76561197991610157,48000
76561197991610157,200390
76561197991610157,730
76561197991610157,204360
76561197991610157,202990
76561197991610157,221380
76561197991610157,11020
76561197991610157,202090
76561197991610157,233250
76561197991610157,218620
76561197991610157,250110
76561197991610157,219640
76561197991610157,251470
76561197991610157,252950
76561197991610157,247910
76561197991610157,265930
76561197991610157,211820
76561197991610157,224480
76561197991610157,270450
76561197991610157,285900
76561197991610157,287980
76561197991610157,271570
76561197991610157,304930
76561197991610157,313690
76561197991610157,296470
76561197991610157,41300
76561197991610157,322500
76561197991610157,323850
76561197991610157,334230
76561197991610157,335840
76561197991610157,341800
76561197991610157,339280
76561197991610157,356570
76561197991610157,228880
76561197991610157,290790
76561197991610157,236870
76561197991610157,386070
76561197991610157,427250
76561197991610157,427520
76561197991610157,431240
76561197991610157,433850
76561197991610157,448510
76561197991610157,465440
76561197991610157,471810
76561197991610157,477160
76561197991610157,469820
76561197991610157,578080
76561197991610157,580890
76561197991610157,597170
76561197991610157,604240
76561197991610157,657200
76561197991610157,674940
76561197991610157,813820
76561197991610157,823130
76561197993235979,3830
76561197993235979,6600
76561197993235979,3480
76561197993235979,400
76561197993235979,7670
76561197993235979,15100
76561197993235979,15500
76561197993235979,1500
76561197993235979,20900
76561197993235979,21000
76561197993235979,3540
76561197993235979,500
76561197993235979,19980
76561197993235979,18500
76561197993235979,17460
76561197993235979,4570
76561197993235979,4580
76561197993235979,9310
76561197993235979,9450
76561197993235979,17410
76561197993235979,15620
76561197993235979,18700
76561197993235979,26800
76561197993235979,26500
76561197993235979,3590
76561197993235979,23120
76561197993235979,35700
76561197993235979,32360
76561197993235979,9500
76561197993235979,12900
76561197993235979,16300
76561197993235979,20710
76561197993235979,22000
76561197993235979,26900
76561197993235979,27000
76561197993235979,29160
76561197993235979,29180
76561197993235979,37420
76561197993235979,37800
76561197993235979,20500
76561197993235979,37600
76561197993235979,8980
76561197993235979,41210
76561197993235979,41500
76561197993235979,17450
76561197993235979,2520
76561197993235979,11330
76561197993235979,11360
76561197993235979,24980
76561197993235979,8850
76561197993235979,44200
76561197993235979,33230
76561197993235979,47700
76561197993235979,21130
76561197993235979,40720
76561197993235979,22600
76561197993235979,462780
76561197993235979,67000
76561197993235979,22380
76561197993235979,50000
76561197993235979,35460
76561197993235979,63700
76561197993235979,40800
76561197993235979,38720
76561197993235979,63500
76561197993235979,40700
76561197993235979,93200
76561197993235979,21090
76561197993235979,18000
76561197993235979,99810
76561197993235979,620
76561197993235979,92800
76561197993235979,1250
76561197993235979,32510
76561197993235979,63000
76561197993235979,42910
76561197993235979,72200
76561197993235979,105600
76561197993235979,105400
76561197993235979,40400
76561197993235979,94200
76561197993235979,55040
76561197993235979,33460
76561197993235979,38740
76561197993235979,107100
76561197993235979,111800
76561197993235979,28050
76561197993235979,49470
76561197993235979,65800
76561197993235979,102600
76561197993235979,201280
76561197993235979,116120
76561197993235979,113200
76561197993235979,18420
76561197993235979,91600
76561197993235979,72850
76561197993235979,203730
76561197993235979,239430
76561197993235979,204120
76561197993235979,65300
76561197993235979,203770
76561197993235979,207570
76561197993235979,108500
76561197993235979,115110
76561197993235979,207490
76561197993235979,207170
76561197993235979,204060
76561197993235979,207610
76561197993235979,211360
76561197993235979,209690
76561197993235979,98200
76561197993235979,200010
76561197993235979,209790
76561197993235979,205910
76561197993235979,206440
76561197993235979,211420
76561197993235979,49520
76561197993235979,204220
76561197993235979,215670
76561197993235979,208710
76561197993235979,211260
76561197993235979,20820
76561197993235979,207420
76561197993235979,214830
76561197993235979,72000
76561197993235979,212680
76561197993235979,209670
76561197993235979,205950
76561197993235979,205100
76561197993235979,200510
76561197993235979,8870
76561197993235979,211400
76561197993235979,223730
76561197993235979,222140
76561197993235979,220780
76561197993235979,221260
76561197993235979,214510
76561197993235979,227580
76561197993235979,229600
76561197993235979,219890
76561197993235979,223850
76561197993235979,231200
76561197993235979,216150
76561197993235979,230980
76561197993235979,203160
76561197993235979,233470
76561197993235979,113020
76561197993235979,222730
76561197993235979,236090
76561197993235979,206190
76561197993235979,241600
76561197993235979,233250
76561197993235979,228960
76561197993235979,231740
76561197993235979,246980
76561197993235979,225080
76561197993235979,237630
76561197993235979,231040
76561197993235979,239070
76561197993235979,233840
76561197993235979,232810
76561197993235979,250320
76561197993235979,250680
76561197993235979,251130
76561197993235979,252030
76561197993235979,252110
76561197993235979,252410
76561197993235979,253030
76561197993235979,224460
76561197993235979,257850
76561197993235979,235980
76561197993235979,231720
76561197993235979,238010
76561197993235979,259600
76561197993235979,221910
76561197993235979,261570
76561197993235979,265930
76561197993235979,266450
